CustomerID,Revenue
18172.0,7561.68
13263.0,7428.85
12980.0,7374.900000000001
15465.0,7354.62
17396.0,7312.8
13018.0,7277.7
18229.0,7276.900000000001
16923.0,7247.61
16729.0,7236.6
16745.0,7194.3
16873.0,7123.62
13324.0,7121.95
13985.0,7060.13
14961.0,7044.68
12798.0,6977.04
12989.0,6924.110000000001
15502.0,6923.98
16713.0,6923.13
13027.0,6912.0
16187.0,6911.4400000000005
17416.0,6893.42
12830.0,6814.64
18055.0,6784.1900000000005
15023.0,6783.86
15601.0,6776.56
16652.0,6773.97
16532.0,6748.8
12474.0,6745.79
13576.0,6717.34
12583.0,6705.38
16746.0,6697.66
15249.0,6688.46
16353.0,6675.71
17338.0,6635.14
16182.0,6617.65
15144.0,6580.44
16814.0,6499.2
18223.0,6484.54
15694.0,6464.4
13225.0,6463.84
12766.0,6457.63
13102.0,6424.09
12428.0,6405.26
13871.0,6403.25
12431.0,6382.45
12705.0,6382.29
12359.0,6372.58
13668.0,6363.59
13709.0,6328.05
15005.0,6314.87
16126.0,6287.77
17315.0,6252.18
14057.0,6217.96
12357.0,6207.67
14060.0,6140.42
13418.0,6127.43
17509.0,6115.14
15939.0,6100.01
12472.0,6068.11
14735.0,6050.69
13097.0,6010.42
13316.0,5977.7300000000005
14101.0,5976.79
15382.0,5955.71
12626.0,5954.48
14505.0,5905.64
14415.0,5900.28
14944.0,5900.25
12476.0,5898.42
13209.0,5891.61
13534.0,5870.08
13050.0,5833.11
12637.0,5823.9
15218.0,5756.89
17686.0,5739.46
13178.0,5725.47
16553.0,5719.82
13468.0,5704.97
14110.0,5683.15
14049.0,5681.72
17049.0,5659.9800000000005
17716.0,5655.99
13004.0,5655.91
18118.0,5651.42
14688.0,5630.87
17757.0,5601.34
12839.0,5591.42
16767.0,5580.6
16161.0,5575.56
12539.0,5568.35
15805.0,5528.4800000000005
18225.0,5509.12
16609.0,5493.46
16985.0,5464.12
18198.0,5425.56
17809.0,5411.91
16701.0,5398.3
17719.0,5396.04
17850.0,5391.21
16303.0,5360.63
16265.0,5347.0
13269.0,5346.2300000000005
15150.0,5314.47
17730.0,5298.4800000000005
17061.0,5232.2300000000005
18226.0,5228.05
16258.0,5203.51
15046.0,5194.82
13756.0,5189.52
16191.0,5180.52
15727.0,5178.96
17858.0,5155.66
13599.0,5153.67
15903.0,5126.76
12720.0,5115.7300000000005
13941.0,5112.96
17602.0,5102.97
16700.0,5076.55
14562.0,5074.77
15301.0,5070.35
13139.0,5064.94
15719.0,5043.96
17426.0,5037.26
12481.0,5020.32
14329.0,5014.84
14755.0,5010.28
15032.0,4959.1
15547.0,4954.84
15786.0,4932.2
14709.0,4921.04
17133.0,4892.240000000001
12688.0,4873.8099999999995
14292.0,4871.93
17652.0,4867.72
12490.0,4859.93
15738.0,4812.42
13013.0,4810.9400000000005
15555.0,4802.18
15298.0,4799.9
17365.0,4796.52
15187.0,4762.18
17690.0,4757.95
12955.0,4757.16
14180.0,4748.52
15152.0,4745.69
12362.0,4737.23
16722.0,4730.81
14159.0,4690.64
14135.0,4690.31
14191.0,4684.76
14189.0,4654.08
14390.0,4652.82
14286.0,4628.75
15291.0,4623.3
16931.0,4604.22
13802.0,4599.42
15093.0,4597.02
14004.0,4582.64
17613.0,4559.150000000001
17068.0,4545.89
12700.0,4525.99
13267.0,4521.49
17975.0,4485.51
14426.0,4481.67
16984.0,4481.35
17364.0,4481.18
14085.0,4448.54
12437.0,4447.41
14534.0,4445.4
13069.0,4436.12
15955.0,4416.26
16626.0,4413.1
15874.0,4405.88
12664.0,4391.88
12752.0,4366.78
12432.0,4359.32
16945.0,4345.5
14800.0,4339.74
14525.0,4332.2
17567.0,4331.48
18251.0,4314.72
12347.0,4310.0
15034.0,4308.61
17937.0,4301.22
12714.0,4294.86
14016.0,4291.21
12536.0,4279.71
14422.0,4263.64
17419.0,4226.57
15804.0,4206.39
12757.0,4199.2
12747.0,4196.01
15971.0,4194.9
17920.0,4192.2
14146.0,4191.0
18041.0,4183.39
14277.0,4180.2
12949.0,4167.22
15570.0,4165.52
16549.0,4154.64
13384.0,4151.93
13555.0,4149.28
13988.0,4147.96
15514.0,4139.46
16592.0,4113.68
17377.0,4100.92
16401.0,4098.32
16670.0,4095.9
12444.0,4085.46
12627.0,4082.53
14092.0,4076.91
12500.0,4059.82
14401.0,4051.48
12749.0,4040.88
12867.0,4036.82
12841.0,4022.35
12957.0,4017.54
12378.0,4008.62
14547.0,4007.54
16186.0,4006.94
17769.0,3997.98
15529.0,3992.68
17001.0,3989.57
15416.0,3984.32
17611.0,3984.22
12779.0,3981.36
14299.0,3965.62
13523.0,3964.88
13183.0,3957.78
12484.0,3953.72
12524.0,3945.72
17651.0,3945.0
12712.0,3928.13
17593.0,3927.34
15299.0,3907.01
14739.0,3902.28
13999.0,3901.81
14291.0,3883.25
18073.0,3877.5200000000004
13124.0,3866.33
15195.0,3861.0
16717.0,3858.38
13266.0,3834.2599999999998
17091.0,3827.76
16327.0,3813.62
12755.0,3811.95
13435.0,3809.8900000000003
15867.0,3806.1
16145.0,3799.4900000000002
16655.0,3794.52
16168.0,3787.6
16019.0,3786.2400000000002
17173.0,3766.6
17238.0,3744.65
14145.0,3742.2
13552.0,3740.07
16570.0,3738.4
16904.0,3735.4700000000003
15808.0,3734.9700000000003
14282.0,3729.34
13680.0,3722.42
16240.0,3718.8
14364.0,3717.35
15845.0,3711.77
15622.0,3709.56
13148.0,3707.12
17819.0,3704.87
15379.0,3703.29
16253.0,3683.86
15296.0,3672.86
13815.0,3667.36
18079.0,3651.97
13137.0,3650.41
13426.0,3641.32
16440.0,3640.67
13381.0,3639.31
17230.0,3638.41
16712.0,3637.78
13505.0,3633.63
17528.0,3628.5
13327.0,3627.77
17576.0,3622.68
12656.0,3619.17
14040.0,3614.92
13082.0,3613.63
15505.0,3610.96
15113.0,3608.94
16242.0,3603.21
12449.0,3596.29
15484.0,3594.31
14543.0,3590.68
14132.0,3586.0299999999997
17203.0,3563.85
17491.0,3558.87
15544.0,3546.71
12662.0,3543.78
14503.0,3543.26
13448.0,3539.37
13334.0,3536.82
12454.0,3528.34
17160.0,3518.03
13953.0,3515.68
16360.0,3512.53
14395.0,3507.71
16131.0,3506.54
14907.0,3501.1
16458.0,3482.7400000000002
13993.0,3466.36
13014.0,3466.2799999999997
17758.0,3456.7000000000003
15410.0,3450.84
13536.0,3448.29
15129.0,3447.4
15974.0,3442.15
12727.0,3440.7
17725.0,3439.08
15676.0,3435.76
14221.0,3432.8
12370.0,3425.69
12406.0,3415.3
15981.0,3408.48
13437.0,3408.06
17669.0,3406.7200000000003
13198.0,3401.2400000000002
12429.0,3388.4
15228.0,3386.71
12562.0,3385.7400000000002
13842.0,3385.62
15708.0,3364.2400000000002
16011.0,3362.71
14227.0,3350.96
16818.0,3349.57
16607.0,3347.71
17183.0,3347.31
13015.0,3346.28
16556.0,3313.79
13373.0,3312.25
14841.0,3295.76
14702.0,3292.14
15632.0,3285.31
15764.0,3279.97
12553.0,3278.28
17723.0,3276.4000000000005
13952.0,3251.071
15443.0,3236.91
13047.0,3232.59
17050.0,3228.84
12417.0,3226.1
14175.0,3222.3
13880.0,3219.77
14388.0,3212.84
12594.0,3208.2200000000003
16107.0,3204.1600000000003
18087.0,3202.9199999999996
17220.0,3198.25
12597.0,3195.22
13268.0,3192.65
13868.0,3192.54
17685.0,3191.53
13758.0,3190.55
14844.0,3189.81
17672.0,3178.17
12668.0,3177.15
17231.0,3174.32
16837.0,3170.98
16041.0,3166.4
15861.0,3165.36
17863.0,3160.0
15065.0,3158.13
12569.0,3152.69
12647.0,3146.82
14235.0,3144.86
13742.0,3131.02
16156.0,3122.04
13685.0,3119.44
16326.0,3110.96
16678.0,3109.99
13869.0,3104.95
14099.0,3104.17
16905.0,3102.43
15491.0,3100.09
14257.0,3099.7200000000003
13135.0,3096.0
17059.0,3095.04
12613.0,3092.38
13362.0,3090.7400000000002
15998.0,3089.97
16218.0,3084.68
18272.0,3078.58
12910.0,3075.04
13631.0,3070.42
16686.0,3062.83
14456.0,3059.44
17799.0,3055.93
16940.0,3049.88
16393.0,3046.21
12643.0,3041.64
16709.0,3029.87
18094.0,3017.3
12754.0,3010.74
12916.0,3006.15
15521.0,3000.2
17659.0,2999.46
17504.0,2997.0299999999997
12502.0,2995.87
14307.0,2995.72
15687.0,2993.1
14639.0,2984.49
13520.0,2984.35
13451.0,2976.15
14032.0,2975.59
15854.0,2974.65
16497.0,2965.69
17924.0,2962.5
14868.0,2953.59
17084.0,2949.75
14565.0,2949.12
12619.0,2945.56
16316.0,2938.91
14530.0,2925.91
17512.0,2924.9900000000002
15606.0,2920.16
12906.0,2919.81
14112.0,2915.15
17644.0,2895.64
18144.0,2888.75
12480.0,2885.63
13735.0,2885.2400000000002
16633.0,2883.1
15673.0,2881.02
14251.0,2879.7000000000003
17728.0,2876.01
14005.0,2874.72
15628.0,2870.2400000000002
14711.0,2868.8
13901.0,2867.2
14535.0,2864.19
18145.0,2861.55
16928.0,2839.65
15984.0,2837.67
14852.0,2836.69
14572.0,2832.84
17596.0,2827.93
14842.0,2824.69
13174.0,2813.03
16871.0,2812.34
14903.0,2810.63
18230.0,2810.2000000000003
12598.0,2807.08
13230.0,2806.97
16081.0,2806.9
16764.0,2799.25
13769.0,2796.51
12758.0,2791.59
17739.0,2791.35
14626.0,2791.27
15993.0,2788.87
17213.0,2781.23
12388.0,2780.66
14121.0,2780.15
17838.0,2779.3
13870.0,2770.94
15356.0,2766.5
15114.0,2760.56
14854.0,2759.83
13971.0,2758.26
15321.0,2748.31
12670.0,2744.05
14808.0,2741.17
14125.0,2740.43
15696.0,2736.46
16938.0,2736.38
16003.0,2735.37
12840.0,2726.77
15796.0,2710.56
17069.0,2709.7000000000003
13285.0,2709.12
13654.0,2707.33
14107.0,2703.23
14732.0,2702.4900000000002
18097.0,2697.8
17386.0,2686.42
12395.0,2682.63
17346.0,2676.56
13883.0,2674.48
14713.0,2666.36
14439.0,2661.24
15671.0,2657.13
13851.0,2651.46
16618.0,2647.59
18260.0,2643.2000000000003
13658.0,2639.17
17655.0,2638.94
15752.0,2637.38
13804.0,2635.79
13771.0,2634.45
18077.0,2633.0099999999998
13422.0,2626.3
13644.0,2624.26
17965.0,2622.57
18210.0,2621.38
16255.0,2619.91
12408.0,2618.55
14262.0,2618.23
13021.0,2616.38
15782.0,2614.7400000000002
14397.0,2612.96
12836.0,2612.86
18075.0,2611.75
16241.0,2607.87
13136.0,2607.61
14408.0,2606.53
13983.0,2603.43
17317.0,2600.34
17402.0,2598.85
16919.0,2596.45
12473.0,2596.23
13895.0,2593.07
14243.0,2588.77
15033.0,2583.37
12456.0,2581.04
13911.0,2580.91
14546.0,2578.09
16912.0,2575.38
12685.0,2575.08
15485.0,2575.0
18245.0,2567.06
16308.0,2560.0
15572.0,2552.86
14334.0,2552.21
14701.0,2549.37
14676.0,2548.2400000000002
13344.0,2543.72
14776.0,2538.3
17700.0,2534.64
13471.0,2531.58
14659.0,2529.93
17314.0,2527.92
13975.0,2526.28
13394.0,2520.02
17449.0,2517.86
15245.0,2515.84
15271.0,2507.07
13695.0,2504.13
15932.0,2495.87
16477.0,2494.46
12356.0,2487.43
12913.0,2483.63
16710.0,2483.04
14315.0,2481.13
13507.0,2479.16
13588.0,2478.95
17682.0,2474.33
17188.0,2474.23
14766.0,2473.37
14502.0,2467.63
17164.0,2467.35
12438.0,2466.85
15750.0,2465.48
17131.0,2463.17
13784.0,2462.79
14163.0,2445.91
12708.0,2442.91
15527.0,2429.78
17071.0,2429.03
12380.0,2427.81
13949.0,2427.32
16143.0,2424.94
17722.0,2424.04
15089.0,2420.84
15373.0,2415.91
12625.0,2413.82
12726.0,2411.1
17589.0,2402.92
12578.0,2402.51
15980.0,2398.86
18065.0,2392.83
17444.0,2389.1
13141.0,2388.75
12721.0,2386.13
15370.0,2386.05
14493.0,2383.2400000000002
14554.0,2381.04
14239.0,2380.85
17530.0,2380.41
15270.0,2379.49
13722.0,2375.41
17434.0,2373.82
14930.0,2372.86
15755.0,2364.25
17634.0,2361.9700000000003
14030.0,2360.09
14440.0,2357.6800000000003
15140.0,2354.25
14309.0,2352.53
12520.0,2346.2599999999998
12455.0,2339.86
18259.0,2338.6000000000004
18257.0,2337.63
17954.0,2332.72
15281.0,2332.15
15785.0,2328.9700000000003
17313.0,2328.84
12517.0,2322.84
17744.0,2322.4
13908.0,2319.55
17211.0,2317.2200000000003
14290.0,2314.65
15365.0,2314.32
13994.0,2313.14
12600.0,2311.04
13704.0,2308.06
15288.0,2306.52
12360.0,2302.06
16735.0,2300.56
16550.0,2298.97
15105.0,2298.93
13115.0,2294.78
15704.0,2293.62
13527.0,2287.51
17696.0,2285.71
16782.0,2279.9
13317.0,2273.68
17768.0,2273.1800000000003
14466.0,2272.4
13700.0,2265.12
16057.0,2263.12
16209.0,2262.62
14432.0,2255.51
12584.0,2254.15
16293.0,2248.9900000000002
17442.0,2248.56
15235.0,2247.51
15665.0,2242.01
14211.0,2241.1
17940.0,2238.58
16743.0,2238.09
14560.0,2237.77
14700.0,2235.3
16771.0,2234.81
16076.0,2234.73
18242.0,2232.4900000000002
14226.0,2232.19
15834.0,2231.25
14825.0,2226.91
17591.0,2225.9700000000003
13365.0,2225.37
15722.0,2222.56
15811.0,2218.62
12397.0,2214.9
12653.0,2209.85
13862.0,2209.36
15179.0,2206.95
13831.0,2202.99
17406.0,2200.42
15123.0,2199.31
15797.0,2192.4
16628.0,2188.05
15394.0,2183.54
14341.0,2182.28
12856.0,2179.93
12909.0,2178.67
13755.0,2161.35
12935.0,2160.7
16456.0,2158.37
16379.0,2157.4
16966.0,2154.97
13224.0,2152.95
17272.0,2148.63
14407.0,2142.73
14828.0,2139.76
17400.0,2129.96
13517.0,2128.42
14360.0,2128.23
16407.0,2126.93
14640.0,2125.08
15058.0,2124.9900000000002
13632.0,2121.27
18061.0,2119.41
18008.0,2116.19
14691.0,2114.33
15674.0,2111.89
13265.0,2107.66
18173.0,2106.84
18093.0,2106.52
14461.0,2102.67
14515.0,2102.09
17861.0,2100.8
15815.0,2100.6
13126.0,2099.64
16875.0,2095.53
17191.0,2095.13
14306.0,2093.32
12615.0,2093.19
17490.0,2092.32
13571.0,2092.32
13297.0,2089.85
18283.0,2088.93
18044.0,2088.6
14810.0,2087.88
16954.0,2085.08
18231.0,2083.27
14696.0,2078.95
12684.0,2073.63
14209.0,2073.43
18241.0,2073.09
18219.0,2069.77
14482.0,2068.15
12948.0,2064.95
12928.0,2062.7000000000003
16281.0,2062.06
14409.0,2059.4500000000003
17667.0,2055.51
14188.0,2054.36
16150.0,2053.02
12876.0,2053.02
17086.0,2050.08
17612.0,2048.45
14232.0,2048.07
17625.0,2047.0
13495.0,2044.8700000000001
17597.0,2044.3700000000001
17090.0,2043.95
13450.0,2043.7199999999998
12457.0,2043.23
14001.0,2043.0800000000002
13593.0,2037.0800000000002
18069.0,2036.67
13630.0,2031.78
16409.0,2028.88
16358.0,2027.5
17337.0,2026.42
12501.0,2025.39
14544.0,2024.45
15341.0,2020.52
14506.0,2012.17
15531.0,2007.44
15372.0,2007.3999999999999
16098.0,2005.63
14730.0,2005.06
14217.0,2004.98
17082.0,2003.85
16754.0,2002.4
15493.0,2001.8
18188.0,2001.04
13305.0,2000.86
14462.0,1999.02
16698.0,1998.0
17827.0,1995.46
18204.0,1993.7
17679.0,1992.1100000000001
17088.0,1991.01
13246.0,1987.3
13590.0,1981.92
13725.0,1980.56
17422.0,1979.37
16341.0,1971.87
17997.0,1970.6699999999998
17790.0,1965.55
17218.0,1960.72
15351.0,1960.1100000000001
14498.0,1957.32
12853.0,1957.1000000000001
17554.0,1952.45
14533.0,1949.72
15814.0,1945.33
15518.0,1942.45
12782.0,1938.92
14653.0,1937.6
14418.0,1937.25
14472.0,1936.84
15864.0,1936.3200000000002
15157.0,1936.07
14655.0,1932.23
14978.0,1931.42
16983.0,1931.25
12633.0,1929.98
13094.0,1927.3200000000002
16942.0,1920.59
12560.0,1918.01
15021.0,1914.82
17368.0,1912.67
12483.0,1910.98
14285.0,1910.01
16426.0,1908.25
17228.0,1906.09
14210.0,1905.8400000000001
15819.0,1905.45
14250.0,1904.05
17463.0,1896.41
17870.0,1894.35
14934.0,1890.94
15641.0,1887.2
16170.0,1885.05
13890.0,1883.8100000000002
16128.0,1880.22
17738.0,1879.05
15367.0,1877.59
17293.0,1875.1100000000001
16986.0,1873.2
13982.0,1871.81
16474.0,1871.3400000000001
17469.0,1870.97
16841.0,1869.82
14524.0,1867.68
17787.0,1865.19
16201.0,1863.47
14887.0,1862.0
14305.0,1858.96
12963.0,1856.63
16979.0,1852.0
12674.0,1844.6
17519.0,1844.02
18180.0,1843.75
12950.0,1843.0
17015.0,1842.56
16102.0,1842.14
16455.0,1841.18
12518.0,1840.89
13421.0,1840.58
14113.0,1840.42
14216.0,1839.3
13924.0,1838.8500000000001
14459.0,1837.92
18287.0,1837.28
13650.0,1836.34
15827.0,1836.0900000000001
13048.0,1835.91
14665.0,1835.7
16152.0,1829.04
15203.0,1827.8
18122.0,1824.99
17702.0,1824.37
16153.0,1824.23
12585.0,1824.1
17705.0,1823.52
16169.0,1822.97
17629.0,1814.12
15260.0,1810.77
13481.0,1804.56
17663.0,1802.91
15812.0,1801.14
16249.0,1800.07
13562.0,1799.33
13196.0,1797.78
17648.0,1797.5
18235.0,1796.48
13134.0,1793.58
18179.0,1793.17
13510.0,1791.56
16719.0,1790.42
14215.0,1789.72
14621.0,1788.3600000000001
13875.0,1786.79
14608.0,1785.15
14935.0,1784.71
15050.0,1782.09
17750.0,1781.28
16380.0,1780.59
15220.0,1778.96
17092.0,1777.78
17754.0,1772.26
15594.0,1771.78
15473.0,1771.2
17813.0,1770.8799999999999
14387.0,1770.56
16681.0,1770.34
13456.0,1766.72
15950.0,1765.51
16751.0,1764.72
12424.0,1760.96
12823.0,1759.5
15241.0,1756.44
16359.0,1750.92
13808.0,1747.66
12610.0,1747.54
15067.0,1744.76
13157.0,1741.22
12704.0,1740.84
14595.0,1740.6
17930.0,1740.48
17353.0,1740.0
17457.0,1737.7
14673.0,1736.4
17043.0,1735.18
17873.0,1729.7800000000002
17451.0,1721.4
14834.0,1720.3
15267.0,1717.36
17162.0,1715.46
13763.0,1714.96
17147.0,1714.59
14441.0,1712.89
16791.0,1709.03
15947.0,1708.24
16902.0,1706.88
15240.0,1706.57
16398.0,1705.8
17282.0,1703.41
12762.0,1702.52
12843.0,1702.26
16007.0,1701.94
13184.0,1700.29
12523.0,1699.77
17193.0,1699.3000000000002
13824.0,1698.94
16775.0,1695.66
12764.0,1693.88
14245.0,1693.45
16813.0,1692.98
16671.0,1692.27
15380.0,1690.2600000000002
15549.0,1689.51
17152.0,1689.5
13162.0,1688.29
13577.0,1687.6000000000001
16638.0,1680.72
13647.0,1678.1200000000001
13149.0,1676.06
17656.0,1674.69
16115.0,1667.97
12912.0,1662.3
13012.0,1661.8400000000001
15214.0,1661.44
15024.0,1661.33
15332.0,1661.06
12967.0,1660.9
14045.0,1659.75
15953.0,1659.3799999999999
15826.0,1654.31
14573.0,1653.42
17284.0,1652.58
16711.0,1651.03
14837.0,1649.5
13750.0,1647.26
12528.0,1645.48
15002.0,1641.76
13627.0,1638.47
12423.0,1634.31
15122.0,1633.78
14164.0,1631.77
12645.0,1631.18
17673.0,1629.12
12383.0,1628.56
16515.0,1627.13
14759.0,1625.97
16987.0,1625.05
13425.0,1624.21
15172.0,1624.05
14937.0,1621.88
17101.0,1621.73
16801.0,1619.73
18161.0,1618.69
14336.0,1614.91
16992.0,1614.31
15791.0,1612.69
14312.0,1611.59
13614.0,1610.46
14918.0,1610.15
12868.0,1607.0600000000002
16817.0,1604.75
12947.0,1603.99
16466.0,1603.46
14719.0,1602.13
14587.0,1601.14
14178.0,1600.93
15660.0,1600.86
16496.0,1599.52
13850.0,1595.48
16332.0,1593.2
16676.0,1592.1200000000001
14970.0,1592.06
18178.0,1590.81
14442.0,1589.82
17837.0,1587.48
12393.0,1582.6000000000001
12607.0,1579.51
13814.0,1579.12
16889.0,1578.67
13186.0,1575.89
13634.0,1575.16
13659.0,1573.2
17671.0,1572.71
15532.0,1571.03
15611.0,1570.45
16283.0,1569.11
12865.0,1568.23
15906.0,1567.69
15111.0,1567.48
17085.0,1566.65
17204.0,1564.56
18239.0,1561.6100000000001
14038.0,1560.38
16394.0,1555.34
13313.0,1555.32
15620.0,1553.18
15117.0,1551.78
16369.0,1551.58
13320.0,1548.7
12377.0,1548.12
14229.0,1547.2
16790.0,1545.6200000000001
13397.0,1544.13
15701.0,1542.14
16365.0,1540.42
17159.0,1538.88
13849.0,1537.95
12877.0,1535.77
15392.0,1535.53
15625.0,1534.26
13107.0,1531.6200000000001
14321.0,1530.75
14567.0,1530.3600000000001
15916.0,1528.09
12371.0,1527.96
16244.0,1522.75
16434.0,1522.25
16066.0,1521.87
13213.0,1520.58
16880.0,1519.08
13764.0,1518.76
14267.0,1516.24
13791.0,1516.0
16748.0,1515.9
14704.0,1514.57
16053.0,1511.95
16910.0,1510.06
16279.0,1509.58
12635.0,1509.18
16016.0,1508.76
12407.0,1507.1200000000001
15265.0,1506.1200000000001
12937.0,1504.27
15530.0,1502.35
16762.0,1501.38
12530.0,1500.28
17571.0,1497.26
14414.0,1496.98
16755.0,1496.83
17002.0,1493.73
15057.0,1489.5
13110.0,1488.67
13692.0,1488.32
14963.0,1487.8
17553.0,1487.6
16395.0,1486.9
14878.0,1485.54
14758.0,1484.06
18016.0,1483.56
15427.0,1483.14
17590.0,1477.97
14403.0,1475.81
15983.0,1475.02
12381.0,1474.81
12826.0,1474.72
14404.0,1474.32
14246.0,1474.06
15128.0,1471.0
16348.0,1467.11
14875.0,1465.3200000000002
12882.0,1463.04
14233.0,1462.72
14541.0,1461.65
17063.0,1461.14
16059.0,1459.8600000000001
12349.0,1457.55
16996.0,1456.96
13309.0,1456.79
13477.0,1454.58
15987.0,1451.28
14740.0,1448.21
15426.0,1447.39
14591.0,1447.14
13717.0,1445.01
13461.0,1445.0
17073.0,1444.84
17175.0,1443.69
15478.0,1441.42
15858.0,1438.85
13159.0,1437.85
12348.0,1437.24
12398.0,1435.66
14566.0,1432.0
16503.0,1431.93
13475.0,1431.78
16103.0,1429.64
14035.0,1428.02
12669.0,1427.73
12657.0,1427.18
15681.0,1426.16
14071.0,1424.0
15106.0,1422.52
16463.0,1422.4
16571.0,1421.69
14019.0,1421.61
14901.0,1421.29
14443.0,1420.2
17288.0,1419.73
16173.0,1418.32
15444.0,1418.26
17856.0,1418.03
14649.0,1417.29
14748.0,1415.75
16012.0,1415.29
18116.0,1414.43
16271.0,1414.24
16245.0,1413.66
17004.0,1412.94
15237.0,1412.32
12759.0,1411.44
15596.0,1406.59
17083.0,1405.78
14741.0,1400.34
18202.0,1396.99
13995.0,1393.69
17354.0,1393.06
15810.0,1391.98
15051.0,1391.61
13414.0,1390.5
12405.0,1390.39
13516.0,1389.41
15898.0,1388.88
16539.0,1388.81
15453.0,1388.37
15134.0,1387.99
12952.0,1387.79
17676.0,1387.68
12352.0,1385.74
13308.0,1385.51
18167.0,1384.8600000000001
17311.0,1384.85
13572.0,1384.25
14507.0,1383.18
14116.0,1382.74
16389.0,1382.07
16726.0,1382.02
17621.0,1379.9
12886.0,1378.4
15569.0,1375.71
14434.0,1372.8
15095.0,1370.6
16669.0,1370.47
14897.0,1366.38
15563.0,1361.44
13396.0,1360.99
14102.0,1360.28
15411.0,1358.88
13232.0,1357.0
17054.0,1356.33
14859.0,1353.74
14064.0,1353.74
15116.0,1352.75
16079.0,1352.0
16493.0,1351.63
12770.0,1351.45
12646.0,1346.97
14154.0,1345.62
15398.0,1345.53
17372.0,1342.68
16317.0,1341.65
13743.0,1341.6
18177.0,1341.42
16045.0,1340.7
13501.0,1340.32
15734.0,1339.45
15059.0,1337.72
16110.0,1337.48
12919.0,1335.19
15680.0,1333.68
17932.0,1331.57
16295.0,1328.55
15146.0,1327.16
17633.0,1324.84
12854.0,1324.5
17095.0,1324.16
16370.0,1320.56
14794.0,1319.91
13168.0,1319.19
16083.0,1317.62
14921.0,1316.07
12576.0,1315.83
14511.0,1314.81
16464.0,1314.68
14738.0,1314.45
14973.0,1314.45
16040.0,1313.55
14856.0,1311.3799999999999
14477.0,1309.6
16120.0,1309.14
14047.0,1308.6100000000001
13328.0,1308.48
14297.0,1305.33
16744.0,1304.76
17919.0,1304.04
15813.0,1303.9099999999999
14898.0,1303.52
12620.0,1303.41
15494.0,1299.23
15602.0,1297.8700000000001
17961.0,1296.44
12783.0,1295.87
16929.0,1295.39
16224.0,1295.3
15621.0,1293.03
16101.0,1290.7
15171.0,1289.5
15136.0,1286.7
16949.0,1286.27
